booking_id,hotel_id,room_id,created_at,checkin_date,checkout_date,lead_time_days,length_of_stay,num_guests,channel,cancellation_policy,price_per_night,total_price,refundable,is_cancelled,cancel_date,weather_score,events_nearby_level,competitor_price_index,holiday_flag,created_dow,checkin_dow
B000157,H007,H007-R015,15/01/2024,15/02/2024,19/02/2024,31,4,1,OTA-Expedia,Flexible,56.34,225.36,1,0,,0.225,0,0.956,0,Monday,Thursday
B000158,H006,H006-R065,08/02/2024,30/07/2024,09/08/2024,173,10,2,OTA-Booking,Flexible,133.99,1339.9,1,1,16/04/2024,0.714,0,1.002,0,Thursday,Tuesday
B000159,H004,H004-R029,31/07/2025,05/08/2025,14/08/2025,5,9,3,OTA-Booking,Flexible,99.85,898.65,1,0,,0.614,2,1.084,0,Thursday,Tuesday
B000160,H013,H013-R041,29/06/2024,18/09/2024,21/09/2024,81,3,4,OTA-Expedia,Flexible,120.87,362.61,1,0,,0.305,0,1.024,0,Saturday,Wednesday
B000161,H005,H005-R009,02/01/2024,21/02/2024,25/02/2024,50,4,2,OTA-Booking,Flexible,70.42,281.68,1,0,,0.609,0,1.008,0,Tuesday,Wednesday
B000162,H006,H006-R078,20/10/2024,23/01/2025,26/01/2025,95,3,4,Direct,Semi-Flex,86.45,259.35,1,0,,0.757,1,1.047,0,Sunday,Thursday
B000163,H004,H004-R001,26/07/2025,07/11/2025,17/11/2025,104,10,4,OTA-Expedia,NRF,56.86,568.6,0,0,,0.523,0,1.13,0,Saturday,Friday
B000164,H004,H004-R011,08/03/2024,20/04/2024,29/04/2024,43,9,2,Direct,NRF,75.41,678.69,0,0,,0.185,1,1.02,0,Friday,Saturday
B000165,H008,H008-R011,18/10/2024,05/12/2024,06/12/2024,48,1,3,OTA-Expedia,Flexible,83.13,83.13,1,1,01/12/2024,0.502,2,0.83,0,Friday,Thursday
B000166,H008,H008-R026,02/10/2024,09/03/2025,19/03/2025,158,10,3,OTA-Booking,Flexible,70.99,709.9,1,0,,0.601,0,1.049,0,Wednesday,Sunday
B000167,H004,H004-R047,02/01/2025,15/06/2025,22/06/2025,164,7,2,OTA-Expedia,Flexible,105.14,735.98,1,1,03/03/2025,0.761,1,0.906,0,Thursday,Sunday
B000168,H007,H007-R025,05/06/2025,16/06/2025,25/06/2025,11,9,1,Direct,Flexible,79.39,714.51,1,0,,0.448,0,1.095,0,Thursday,Monday
B000169,H001,H001-R002,25/09/2024,14/01/2025,22/01/2025,111,8,1,Phone,Semi-Flex,51.01,408.08,1,1,18/11/2024,0.132,0,1.023,0,Wednesday,Tuesday
B000170,H015,H015-R067,21/08/2024,07/09/2024,09/09/2024,17,2,3,Direct,Flexible,123.77,247.54,1,0,,0.822,0,1.033,0,Wednesday,Saturday
B000171,H003,H003-R024,16/07/2025,23/12/2025,01/01/2026,160,9,3,Phone,Flexible,73.45,661.05,1,0,,0.345,2,1.035,0,Wednesday,Tuesday
B000172,H008,H008-R062,15/09/2024,08/11/2024,14/11/2024,54,6,3,Direct,NRF,66.32,397.92,0,1,15/09/2024,0.192,0,1.045,0,Sunday,Friday
B000173,H014,H014-R040,03/08/2025,31/08/2025,10/09/2025,28,10,3,Direct,NRF,146.6,1466,0,0,,0.549,0,0.967,0,Sunday,Sunday
B000174,H008,H008-R054,14/03/2024,05/05/2024,15/05/2024,52,10,2,OTA-Expedia,Semi-Flex,96.43,964.3,1,0,,0.716,1,0.91,0,Thursday,Sunday
B000175,H010,H010-R010,10/01/2024,18/05/2024,20/05/2024,129,2,4,OTA-Booking,Flexible,61.48,122.96,1,0,,0.561,0,1.029,0,Wednesday,Saturday
B000176,H008,H008-R048,27/05/2025,18/11/2025,21/11/2025,175,3,2,OTA-Expedia,Flexible,76.41,229.23,1,1,15/06/2025,0.417,0,0.975,0,Tuesday,Tuesday
B000177,H009,H009-R027,21/02/2024,06/03/2024,14/03/2024,14,8,3,OTA-Booking,Semi-Flex,55.49,443.92,1,0,,0.745,0,0.946,0,Wednesday,Wednesday
B000178,H008,H008-R056,30/07/2025,19/09/2025,22/09/2025,51,3,4,Phone,Flexible,120.03,360.09,1,1,10/08/2025,0.168,0,1.046,0,Wednesday,Friday
B000179,H008,H008-R011,01/04/2024,16/09/2024,18/09/2024,168,2,1,OTA-Booking,Flexible,121.92,243.84,1,1,03/05/2024,0.58,0,1.02,0,Monday,Monday
B000180,H014,H014-R048,01/08/2024,04/01/2025,13/01/2025,156,9,3,OTA-Expedia,Flexible,95.07,855.63,1,1,13/12/2024,0.28,0,1.109,0,Thursday,Saturday
B000181,H009,H009-R012,26/10/2024,28/03/2025,07/04/2025,153,10,2,OTA-Booking,NRF,57.08,570.8,0,0,,0.73,0,1.031,0,Saturday,Friday
B000182,H008,H008-R016,28/04/2025,15/07/2025,17/07/2025,78,2,4,Direct,NRF,127.42,254.84,0,0,,0.546,0,1.06,0,Monday,Tuesday
B000183,H005,H005-R002,29/11/2024,05/03/2025,10/03/2025,96,5,3,OTA-Booking,Semi-Flex,64.75,323.75,1,0,,0.201,0,0.764,0,Friday,Wednesday
B000184,H002,H002-R044,24/12/2024,05/01/2025,15/01/2025,12,10,3,Direct,NRF,77.53,775.3,0,0,,0.508,1,0.988,0,Tuesday,Sunday
B000185,H012,H012-R071,18/03/2024,25/07/2024,30/07/2024,129,5,1,Direct,NRF,144.27,721.35,0,0,,0.893,0,0.968,0,Monday,Thursday
B000186,H007,H007-R010,30/04/2025,22/08/2025,30/08/2025,114,8,2,OTA-Booking,Flexible,84.18,673.44,1,0,,0.455,0,1.077,0,Wednesday,Friday
B000187,H007,H007-R002,27/01/2025,03/04/2025,12/04/2025,66,9,3,Direct,Semi-Flex,65.14,586.26,1,1,16/03/2025,0.096,0,0.886,0,Monday,Thursday
B000188,H007,H007-R006,09/09/2024,29/09/2024,06/10/2024,20,7,3,Corporate,Flexible,78.53,549.71,1,0,,0.159,0,1.168,0,Monday,Sunday
B000189,H012,H012-R047,23/08/2025,14/10/2025,18/10/2025,52,4,2,Direct,Semi-Flex,126.5,506,1,0,,0.606,0,1.026,0,Saturday,Tuesday
B000190,H010,H010-R011,05/03/2025,28/07/2025,02/08/2025,145,5,1,OTA-Booking,NRF,75.65,378.25,0,1,13/04/2025,0.475,0,0.998,0,Wednesday,Monday
B000191,H006,H006-R047,22/09/2024,04/11/2024,09/11/2024,43,5,4,OTA-Booking,Flexible,91.94,459.7,1,0,,0.337,0,0.905,0,Sunday,Monday
B000192,H015,H015-R033,29/05/2025,29/06/2025,01/07/2025,31,2,1,Corporate,Flexible,123.27,246.54,1,0,,0.591,0,0.831,0,Thursday,Sunday
B000193,H012,H012-R062,21/09/2024,23/09/2024,25/09/2024,2,2,2,OTA-Expedia,Flexible,132.72,265.44,1,0,,0.492,1,0.865,0,Saturday,Monday
B000194,H015,H015-R070,05/03/2024,08/08/2024,09/08/2024,156,1,3,Direct,NRF,125.47,125.47,0,1,23/06/2024,0.562,1,0.981,0,Tuesday,Thursday
B000195,H007,H007-R013,08/01/2024,12/01/2024,18/01/2024,4,6,2,OTA-Booking,Flexible,52.66,315.96,1,0,,0.217,0,1.079,0,Monday,Friday
B000196,H011,H011-R048,02/06/2024,23/10/2024,25/10/2024,143,2,1,OTA-Expedia,Flexible,102.14,204.28,1,1,17/09/2024,0.398,0,1.121,0,Sunday,Wednesday
B000197,H003,H003-R062,27/03/2024,14/07/2024,23/07/2024,109,9,3,Phone,Semi-Flex,116.79,1051.11,1,1,16/06/2024,0.71,0,0.936,0,Wednesday,Sunday
B000198,H010,H010-R002,12/01/2024,12/02/2024,19/02/2024,31,7,2,OTA-Booking,Semi-Flex,54.41,380.87,1,0,,0.604,0,0.942,0,Friday,Monday
B000199,H010,H010-R004,19/03/2025,31/08/2025,10/09/2025,165,10,4,OTA-Booking,NRF,88.77,887.7,0,0,,0.412,0,0.908,0,Wednesday,Sunday
B000200,H011,H011-R056,13/02/2025,13/02/2025,16/02/2025,0,3,2,OTA-Booking,Semi-Flex,64.44,193.32,1,0,,0.518,0,0.982,0,Thursday,Thursday
B000201,H003,H003-R001,04/10/2024,11/11/2024,20/11/2024,38,9,3,Direct,Flexible,76.6,689.4,1,0,,0.519,0,0.823,0,Friday,Monday
B000202,H004,H004-R008,28/01/2025,15/06/2025,24/06/2025,138,9,1,OTA-Booking,NRF,115.79,1042.11,0,0,,0.789,0,0.812,0,Tuesday,Sunday
B000203,H015,H015-R061,21/07/2024,15/10/2024,20/10/2024,86,5,3,OTA-Booking,Flexible,103.92,519.6,1,0,,0.526,0,0.942,0,Sunday,Tuesday
B000204,H014,H014-R073,14/06/2024,26/06/2024,06/07/2024,12,10,1,OTA-Booking,Semi-Flex,133.61,1336.1,1,0,,0.853,0,1.091,0,Friday,Wednesday
B000205,H008,H008-R020,25/03/2025,16/06/2025,21/06/2025,83,5,1,Direct,Flexible,130.08,650.4,1,0,,0.523,0,0.983,0,Tuesday,Monday
B000206,H006,H006-R002,07/02/2024,27/03/2024,30/03/2024,49,3,1,Direct,NRF,81.53,244.59,0,1,24/03/2024,0.095,0,1.233,0,Wednesday,Wednesday
B000207,H011,H011-R044,10/01/2024,03/03/2024,05/03/2024,53,2,2,Direct,NRF,66.74,133.48,0,0,,0.676,0,1.015,0,Wednesday,Sunday
B000208,H004,H004-R028,14/08/2024,16/01/2025,17/01/2025,155,1,4,Direct,NRF,68.35,68.35,0,0,,0.447,0,1.012,0,Wednesday,Thursday
B000209,H003,H003-R029,01/04/2024,10/08/2024,12/08/2024,131,2,4,Direct,Flexible,136.34,272.68,1,1,26/05/2024,0.306,1,0.984,0,Monday,Saturday
B000210,H002,H002-R038,12/02/2024,26/03/2024,05/04/2024,43,10,2,OTA-Booking,NRF,80.53,805.3,0,0,,0.414,0,1.094,0,Monday,Tuesday
B000211,H012,H012-R026,17/03/2025,04/08/2025,07/08/2025,140,3,3,OTA-Booking,Flexible,139.09,417.27,1,0,,0.678,1,0.875,0,Monday,Monday
B000212,H010,H010-R010,12/11/2024,09/05/2025,11/05/2025,178,2,2,OTA-Expedia,Flexible,68.67,137.34,1,1,01/03/2025,0.688,0,1.144,0,Tuesday,Friday
B000213,H002,H002-R059,10/08/2025,30/09/2025,01/10/2025,51,1,3,OTA-Expedia,NRF,120.67,120.67,0,0,,0.477,0,0.872,0,Sunday,Tuesday
B000214,H005,H005-R015,19/04/2024,31/05/2024,04/06/2024,42,4,3,Direct,NRF,92.67,370.68,0,0,,0.15,0,0.978,0,Friday,Friday
B000215,H005,H005-R003,26/01/2025,25/04/2025,02/05/2025,89,7,2,OTA-Booking,Semi-Flex,80.49,563.43,1,0,,0.5,0,0.957,0,Sunday,Friday
B000216,H007,H007-R015,21/07/2025,24/09/2025,25/09/2025,65,1,3,OTA-Booking,Flexible,89.09,89.09,1,0,,0.2,0,0.957,0,Monday,Wednesday
B000217,H002,H002-R018,23/05/2024,06/07/2024,14/07/2024,44,8,4,OTA-Booking,Semi-Flex,112.69,901.52,1,0,,0.501,0,0.91,0,Thursday,Saturday
B000218,H004,H004-R007,20/10/2025,07/11/2025,13/11/2025,18,6,2,Direct,Flexible,68.78,412.68,1,0,,0.417,0,1.082,0,Monday,Friday
B000219,H014,H014-R011,11/08/2024,23/11/2024,03/12/2024,104,10,1,OTA-Expedia,Semi-Flex,95.66,956.6,1,1,10/09/2024,0.333,0,1.01,0,Sunday,Saturday
B000220,H013,H013-R009,18/05/2024,03/06/2024,05/06/2024,16,2,1,Corporate,Flexible,106.54,213.08,1,0,,0.825,0,1.154,0,Saturday,Monday
B000221,H006,H006-R003,04/06/2025,19/06/2025,25/06/2025,15,6,4,OTA-Booking,Flexible,145.65,873.9,1,0,,0.557,0,0.998,0,Wednesday,Thursday
B000222,H002,H002-R035,01/02/2025,04/04/2025,12/04/2025,62,8,1,OTA-Booking,NRF,92.55,740.4,0,0,,0.472,0,0.934,0,Saturday,Friday
B000223,H014,H014-R070,03/04/2025,05/08/2025,14/08/2025,124,9,2,OTA-Booking,Flexible,137.41,1236.69,1,1,27/06/2025,0.663,0,0.954,0,Thursday,Tuesday
B000224,H007,H007-R003,31/07/2024,25/11/2024,02/12/2024,117,7,4,Corporate,Flexible,52.67,368.69,1,0,,0.576,0,1.088,0,Wednesday,Monday
B000225,H014,H014-R010,13/04/2024,03/08/2024,05/08/2024,112,2,4,OTA-Booking,NRF,137.91,275.82,0,0,,0.474,0,0.938,0,Saturday,Saturday
B000226,H003,H003-R015,02/01/2024,07/02/2024,12/02/2024,36,5,4,OTA-Expedia,Semi-Flex,73.67,368.35,1,0,,0.36,0,1.225,0,Tuesday,Wednesday
B000227,H005,H005-R037,15/01/2025,29/01/2025,03/02/2025,14,5,3,OTA-Expedia,Semi-Flex,65.84,329.2,1,1,27/01/2025,0.226,0,1.017,0,Wednesday,Wednesday
B000228,H013,H013-R037,26/06/2024,25/10/2024,31/10/2024,121,6,2,OTA-Booking,Flexible,100.24,601.44,1,1,15/10/2024,0.672,0,1.097,0,Wednesday,Friday
B000229,H012,H012-R052,11/10/2024,06/11/2024,09/11/2024,26,3,1,OTA-Booking,NRF,86.99,260.97,0,0,,0.08,0,0.976,0,Friday,Wednesday
B000230,H004,H004-R049,02/01/2024,01/01/2024,11/01/2024,-1,10,4,Phone,NRF,68.51,685.1,0,0,,0.389,0,1.035,1,Tuesday,Monday
B000231,H015,H015-R064,22/03/2024,02/05/2024,04/05/2024,41,2,1,OTA-Booking,Flexible,99.67,199.34,1,0,,0.642,1,1.003,0,Friday,Thursday
B000232,H010,H010-R017,11/05/2024,11/09/2024,14/09/2024,123,3,2,OTA-Expedia,Flexible,92.15,276.45,1,0,,0.547,0,1.075,0,Saturday,Wednesday
B000233,H001,H001-R006,13/09/2024,28/02/2025,05/03/2025,168,5,2,OTA-Booking,NRF,52.04,260.2,0,0,,0.585,0,0.93,0,Friday,Friday
B000234,H008,H008-R040,10/06/2024,23/11/2024,03/12/2024,166,10,4,Direct,Flexible,75.05,750.5,1,0,,0.533,0,0.911,0,Monday,Saturday
B000235,H006,H006-R033,12/04/2025,05/08/2025,11/08/2025,115,6,2,OTA-Booking,Flexible,140.43,842.58,1,1,12/06/2025,0.483,0,0.928,0,Saturday,Tuesday
B000236,H015,H015-R016,24/06/2025,12/09/2025,22/09/2025,80,10,1,OTA-Booking,NRF,130.77,1307.7,0,0,,0.373,0,0.911,0,Tuesday,Friday
B000237,H004,H004-R035,26/01/2024,05/07/2024,12/07/2024,161,7,2,Direct,Flexible,88.96,622.72,1,0,,0.566,1,0.945,0,Friday,Friday
B000238,H008,H008-R027,11/01/2024,17/02/2024,20/02/2024,37,3,2,OTA-Booking,NRF,87.96,263.88,0,0,,0.481,0,1.023,0,Thursday,Saturday
B000239,H008,H008-R062,11/01/2024,22/02/2024,26/02/2024,42,4,1,OTA-Expedia,Flexible,80.49,321.96,1,0,,0.211,1,0.951,0,Thursday,Thursday
B000240,H013,H013-R026,02/03/2024,27/05/2024,06/06/2024,86,10,4,Direct,NRF,92.13,921.3,0,1,29/03/2024,0.734,0,1.058,0,Saturday,Monday
B000241,H007,H007-R016,23/07/2024,16/11/2024,22/11/2024,116,6,1,OTA-Expedia,NRF,58.68,352.08,0,0,,0.559,0,0.875,0,Tuesday,Saturday
B000242,H010,H010-R005,23/11/2024,28/03/2025,04/04/2025,125,7,1,OTA-Booking,Flexible,47.32,331.24,1,0,,0.541,0,0.876,0,Saturday,Friday
B000243,H006,H006-R049,07/01/2024,01/02/2024,07/02/2024,25,6,1,OTA-Booking,Flexible,71.85,431.1,1,0,,0.218,0,1.05,0,Sunday,Thursday
B000244,H006,H006-R073,17/05/2025,08/11/2025,16/11/2025,175,8,1,OTA-Booking,Flexible,100.65,805.2,1,0,,0.56,0,1.041,0,Saturday,Saturday
B000245,H005,H005-R032,19/08/2025,14/11/2025,21/11/2025,87,7,2,OTA-Booking,NRF,59.14,413.98,0,0,,0.231,0,0.883,0,Tuesday,Friday
B000246,H004,H004-R026,27/11/2024,20/02/2025,26/02/2025,85,6,3,OTA-Booking,Flexible,62.28,373.68,1,1,29/12/2024,0.247,0,0.953,0,Wednesday,Thursday
B000247,H013,H013-R067,18/03/2024,09/06/2024,17/06/2024,83,8,3,OTA-Expedia,NRF,137.4,1099.2,0,0,,0.921,0,0.892,0,Monday,Sunday
B000248,H012,H012-R043,11/04/2025,26/07/2025,29/07/2025,106,3,3,OTA-Booking,Flexible,134.51,403.53,1,1,18/07/2025,0.164,0,0.902,0,Friday,Saturday
B000249,H013,H013-R023,30/11/2024,04/05/2025,11/05/2025,155,7,2,OTA-Booking,NRF,104.67,732.69,0,0,,0.499,0,1.005,0,Saturday,Sunday
B000250,H002,H002-R003,05/01/2024,21/02/2024,29/02/2024,47,8,4,Phone,NRF,91.33,730.64,0,0,,0.333,1,0.977,0,Friday,Wednesday
B000251,H006,H006-R056,25/10/2024,21/11/2024,24/11/2024,27,3,1,Direct,NRF,72.59,217.77,0,0,,0.432,0,1.019,0,Friday,Thursday
B000252,H009,H009-R015,12/12/2024,29/01/2025,04/02/2025,48,6,2,Direct,NRF,58.34,350.04,0,1,13/12/2024,0.604,0,0.893,0,Thursday,Wednesday
B000253,H001,H001-R009,26/09/2024,25/11/2024,28/11/2024,60,3,2,OTA-Booking,Flexible,56.4,169.2,1,1,19/10/2024,0.4,0,1.002,0,Thursday,Monday
B000254,H003,H003-R056,21/11/2024,06/04/2025,12/04/2025,136,6,2,OTA-Expedia,Flexible,88.56,531.36,1,0,,0.559,0,1.031,0,Thursday,Sunday
B000255,H002,H002-R022,18/06/2024,03/11/2024,06/11/2024,138,3,4,Phone,Flexible,91.7,275.1,1,0,,0.344,1,0.993,0,Tuesday,Sunday
B000256,H008,H008-R054,25/08/2025,30/11/2025,06/12/2025,97,6,1,OTA-Booking,NRF,92.44,554.64,0,0,,0.228,0,0.992,0,Monday,Sunday
B000257,H001,H001-R026,08/06/2024,02/09/2024,03/09/2024,86,1,1,OTA-Booking,Semi-Flex,79.66,79.66,1,0,,0.768,0,0.999,0,Saturday,Monday
B000258,H002,H002-R069,07/01/2024,03/02/2024,04/02/2024,27,1,1,Phone,Flexible,84.48,84.48,1,0,,0.476,0,0.937,0,Sunday,Saturday
B000259,H002,H002-R031,06/04/2024,29/04/2024,04/05/2024,23,5,2,OTA-Booking,Flexible,99.34,496.7,1,0,,0.712,0,0.962,0,Saturday,Monday
B000260,H003,H003-R026,10/09/2025,15/09/2025,17/09/2025,5,2,2,Direct,Flexible,106.17,212.34,1,0,,0.649,0,0.963,0,Wednesday,Monday
B000261,H005,H005-R016,24/10/2024,04/01/2025,08/01/2025,72,4,2,Direct,NRF,68.6,274.4,0,0,,0.251,0,0.89,0,Thursday,Saturday
B000262,H009,H009-R012,26/12/2024,06/06/2025,07/06/2025,162,1,2,OTA-Expedia,Flexible,75.6,75.6,1,0,,0.832,0,0.902,0,Thursday,Friday
B000263,H013,H013-R065,16/07/2024,07/09/2024,09/09/2024,53,2,4,OTA-Expedia,Flexible,132.48,264.96,1,1,03/09/2024,0.231,1,0.952,0,Tuesday,Saturday
B000264,H007,H007-R005,08/01/2024,22/03/2024,28/03/2024,74,6,4,OTA-Booking,Flexible,53.35,320.1,1,1,17/03/2024,0.556,0,0.997,0,Monday,Friday
B000265,H014,H014-R020,05/02/2024,19/03/2024,27/03/2024,43,8,2,OTA-Booking,Flexible,68.62,548.96,1,0,,0.193,0,0.954,0,Monday,Tuesday
B000266,H010,H010-R009,15/10/2025,15/12/2025,19/12/2025,61,4,2,OTA-Expedia,Flexible,44.25,177,1,0,,0.482,2,0.908,0,Wednesday,Monday
B000267,H012,H012-R069,10/01/2024,06/03/2024,16/03/2024,56,10,1,Direct,Flexible,95.85,958.5,1,0,,0.476,0,1.05,0,Wednesday,Wednesday
B000268,H011,H011-R004,17/01/2025,04/06/2025,13/06/2025,138,9,2,Direct,Flexible,95.09,855.81,1,0,,0.651,0,1.123,0,Friday,Wednesday
B000269,H003,H003-R051,02/11/2025,08/11/2025,10/11/2025,6,2,3,Direct,Flexible,85.82,171.64,1,0,,0.241,0,1.112,0,Sunday,Saturday
B000270,H003,H003-R043,13/07/2025,14/12/2025,19/12/2025,154,5,1,Direct,Flexible,73.2,366,1,0,,0.398,1,1.039,0,Sunday,Sunday
B000271,H010,H010-R009,06/09/2024,22/11/2024,02/12/2024,77,10,4,OTA-Booking,NRF,51.64,516.4,0,0,,0.464,0,0.935,0,Friday,Friday
B000272,H005,H005-R028,24/03/2025,12/07/2025,16/07/2025,110,4,3,OTA-Expedia,Flexible,118.28,473.12,1,1,08/05/2025,1,2,1.008,0,Monday,Saturday
B000273,H008,H008-R016,28/07/2025,06/11/2025,12/11/2025,101,6,1,Direct,NRF,78.74,472.44,0,0,,0.384,0,0.992,0,Monday,Thursday
B000274,H005,H005-R003,11/04/2025,19/08/2025,23/08/2025,130,4,2,OTA-Expedia,Flexible,105.68,422.72,1,1,20/04/2025,0.527,0,1.075,0,Friday,Tuesday
B000275,H011,H011-R053,07/04/2025,28/04/2025,02/05/2025,21,4,2,Phone,NRF,99.46,397.84,0,0,,0.517,0,1.048,0,Monday,Monday
B000276,H002,H002-R053,29/09/2024,23/12/2024,28/12/2024,85,5,1,OTA-Booking,Flexible,92.45,462.25,1,0,,0.71,0,1.046,0,Sunday,Monday
B000277,H015,H015-R008,01/03/2024,16/03/2024,26/03/2024,15,10,4,OTA-Booking,NRF,92.46,924.6,0,0,,0.327,0,0.941,0,Friday,Saturday
B000278,H001,H001-R015,27/04/2025,21/06/2025,26/06/2025,55,5,1,Direct,NRF,78.04,390.2,0,0,,0.702,0,1.038,0,Sunday,Saturday
B000279,H012,H012-R058,16/08/2025,16/10/2025,18/10/2025,61,2,3,Phone,Semi-Flex,99.65,199.3,1,0,,0.102,1,0.92,0,Saturday,Thursday
B000280,H008,H008-R032,11/06/2025,15/11/2025,19/11/2025,157,4,3,Direct,Flexible,70.01,280.04,1,1,27/07/2025,0.457,0,0.92,0,Wednesday,Saturday
B000281,H012,H012-R030,28/03/2025,22/05/2025,25/05/2025,55,3,3,OTA-Booking,NRF,108.2,324.6,0,0,,0.415,0,0.957,0,Friday,Thursday
B000282,H009,H009-R018,18/04/2024,09/10/2024,12/10/2024,174,3,2,OTA-Booking,NRF,80.93,242.79,0,0,,0.572,0,1.035,0,Thursday,Wednesday
B000283,H001,H001-R001,05/09/2024,27/01/2025,06/02/2025,144,10,2,Phone,Flexible,52.56,525.6,1,0,,0.452,0,1.001,0,Thursday,Monday
B000284,H010,H010-R025,09/01/2024,08/03/2024,17/03/2024,59,9,3,OTA-Booking,NRF,55.54,499.86,0,0,,0.23,0,0.936,0,Tuesday,Friday
B000285,H011,H011-R049,11/02/2025,22/03/2025,30/03/2025,39,8,1,Phone,Flexible,76.33,610.64,1,0,,0.234,0,1.039,0,Tuesday,Saturday
B000286,H001,H001-R013,10/04/2024,13/08/2024,16/08/2024,125,3,1,Corporate,Flexible,86.63,259.89,1,0,,0.539,1,0.928,0,Wednesday,Tuesday
B000287,H005,H005-R015,15/08/2025,09/10/2025,12/10/2025,55,3,3,OTA-Booking,Flexible,72.68,218.04,1,0,,0.301,0,0.873,0,Friday,Thursday
B000288,H003,H003-R014,26/10/2025,21/12/2025,31/12/2025,56,10,4,OTA-Booking,Flexible,78.42,784.2,1,0,,0.214,0,1.083,0,Sunday,Sunday
B000289,H015,H015-R063,23/08/2024,09/12/2024,12/12/2024,108,3,3,OTA-Booking,Semi-Flex,89.58,268.74,1,0,,0.478,0,0.937,0,Friday,Monday
B000290,H007,H007-R003,28/02/2024,17/04/2024,20/04/2024,49,3,1,OTA-Expedia,Flexible,65.86,197.58,1,0,,0.533,0,0.964,0,Wednesday,Wednesday
B000291,H002,H002-R020,27/06/2025,11/07/2025,19/07/2025,14,8,2,OTA-Booking,Flexible,143.3,1146.4,1,0,,0.977,0,0.898,0,Friday,Friday
B000292,H006,H006-R026,01/08/2025,29/08/2025,04/09/2025,28,6,2,OTA-Expedia,Semi-Flex,116.5,699,1,0,,0.673,1,1.037,0,Friday,Friday
B000293,H006,H006-R014,13/08/2025,25/08/2025,01/09/2025,12,7,2,OTA-Booking,Flexible,113.78,796.46,1,1,24/08/2025,0.515,0,1.096,0,Wednesday,Monday
B000294,H011,H011-R005,22/04/2025,20/09/2025,28/09/2025,151,8,1,Corporate,Semi-Flex,97.44,779.52,1,0,,0.272,0,0.961,0,Tuesday,Saturday
B000295,H009,H009-R031,23/05/2025,13/07/2025,18/07/2025,51,5,4,Direct,NRF,92.14,460.7,0,0,,0.652,1,1.103,0,Friday,Sunday
B000296,H005,H005-R034,15/07/2024,22/12/2024,23/12/2024,160,1,1,OTA-Booking,Semi-Flex,73.15,73.15,1,0,,0.531,0,0.977,0,Monday,Sunday
B000297,H007,H007-R019,26/04/2024,12/07/2024,17/07/2024,77,5,2,Phone,Semi-Flex,74.27,371.35,1,1,19/05/2024,0.703,1,0.809,0,Friday,Friday
B000298,H001,H001-R003,03/06/2024,25/11/2024,02/12/2024,175,7,4,OTA-Expedia,Flexible,46.19,323.33,1,0,,0.352,0,0.997,0,Monday,Monday
B000299,H007,H007-R020,14/06/2024,22/06/2024,25/06/2024,8,3,2,Direct,Flexible,73.45,220.35,1,1,16/06/2024,0.562,0,1.118,0,Friday,Saturday
B000300,H010,H010-R007,11/09/2024,09/03/2025,11/03/2025,179,2,4,OTA-Expedia,Flexible,49.13,98.26,1,0,,0.6,0,1.12,0,Wednesday,Sunday
B000301,H013,H013-R028,24/02/2025,19/05/2025,27/05/2025,84,8,4,Direct,NRF,92.82,742.56,0,0,,0.515,0,1.012,0,Monday,Monday
B000302,H003,H003-R064,09/04/2025,10/08/2025,16/08/2025,123,6,4,Corporate,Flexible,119.45,716.7,1,1,07/08/2025,1,0,1.038,0,Wednesday,Sunday
B000303,H012,H012-R082,07/01/2025,19/01/2025,21/01/2025,12,2,4,OTA-Booking,NRF,82.72,165.44,0,0,,0.427,0,0.981,0,Tuesday,Sunday
B000304,H011,H011-R004,20/10/2025,08/11/2025,16/11/2025,19,8,1,OTA-Expedia,NRF,75.97,607.76,0,0,,0.395,0,0.993,0,Monday,Saturday
B000305,H003,H003-R046,22/03/2025,19/05/2025,24/05/2025,58,5,4,OTA-Booking,NRF,108.97,544.85,0,0,,0.584,0,0.871,0,Saturday,Monday
B000306,H007,H007-R001,06/07/2024,04/10/2024,14/10/2024,90,10,1,Direct,Semi-Flex,66.71,667.1,1,0,,0.218,0,0.929,0,Saturday,Friday
B000307,H015,H015-R041,12/02/2024,27/05/2024,05/06/2024,105,9,4,Direct,Semi-Flex,104.37,939.33,1,0,,0.506,0,1.078,0,Monday,Monday
B000308,H011,H011-R044,17/11/2025,21/11/2025,27/11/2025,4,6,3,Phone,Flexible,64.86,389.16,1,0,,0,0,0.972,0,Monday,Friday
B000309,H012,H012-R002,03/01/2024,14/03/2024,18/03/2024,71,4,1,OTA-Booking,Flexible,97.52,390.08,1,0,,0.301,0,1.109,0,Wednesday,Thursday
B000310,H007,H007-R019,14/01/2025,19/06/2025,28/06/2025,156,9,1,Phone,Semi-Flex,80.74,726.66,1,1,08/02/2025,0.513,0,1.124,0,Tuesday,Thursday
B000311,H004,H004-R026,12/04/2024,29/09/2024,09/10/2024,170,10,2,OTA-Booking,NRF,99.22,992.2,0,0,,0.656,0,0.878,0,Friday,Sunday
B000312,H004,H004-R029,09/04/2025,01/09/2025,09/09/2025,145,8,4,Corporate,Flexible,106.01,848.08,1,0,,0.505,0,0.921,0,Wednesday,Monday
B000313,H015,H015-R070,10/01/2024,21/03/2024,31/03/2024,71,10,3,Direct,NRF,71.25,712.5,0,0,,0.971,0,1.066,0,Wednesday,Thursday
